id,name_list_as,name_display_as,name_full_title,name_address_as,latest_party_id,latest_party_name,latest_party_short,latestParty_governmentType,latestParty_isIndependentParty,gender,membershipFrom,membershipFromId,membership_house,membershipStartDate,membershipEndDate,membershipEndReason,membershipEndReasonNotes,membershipEndReasonId,statusIsActive,statusDescription,statusNotes,statusId,status,statusStartDate
54,"Lewis, Sir Julian","Sir Julian Lewis","Rt Hon Sir Julian Lewis MP","Sir Julian Lewis",4,"Conservative","Con",0,false,"M","New Forest East",3621,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1396,"Liddell-Grainger, Mr Ian","Mr Ian Liddell-Grainger","Mr Ian Liddell-Grainger MP","Mr Liddell-Grainger",4,"Conservative","Con",0,false,"M","Bridgwater and West Somerset",3363,1,"2001-06-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4943,"Lightwood, Simon","Simon Lightwood","Simon Lightwood MP","",15,"Labour (Co-op)","Lab",3,false,"M","Wakefield",3821,1,"2022-06-23T00:00:00","","","","",true,"Current Member","",0,0,"2022-06-23T00:00:00"
4640,"Linden, David","David Linden","David Linden MP","David Linden",29,"Scottish National Party","SNP","",false,"M","Glasgow East",1204,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
450,"Lloyd, Tony","Tony Lloyd","Tony Lloyd MP","Tony Lloyd",15,"Labour","Lab",3,false,"M","Rochdale",3700,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4857,"Lockhart, Carla","Carla Lockhart","Carla Lockhart MP","",7,"Democratic Unionist Party","DUP","",false,"F","Upper Bann",3816,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4751,"Loder, Chris","Chris Loder","Chris Loder MP","",4,"Conservative","Con",0,false,"M","West Dorset",3843,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4815,"Logan, Mark","Mark Logan","Mark Logan MP","",4,"Conservative","Con",0,false,"M","Bolton North East",3344,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4396,"Long Bailey, Rebecca","Rebecca Long Bailey","Rebecca Long Bailey MP","Ms Long Bailey",15,"Labour","Lab",3,false,"F","Salford and Eccles",3714,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4789,"Longhi, Marco","Marco Longhi","Marco Longhi MP","",4,"Conservative","Con",0,false,"M","Dudley North",3451,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4647,"Lopez, Julia","Julia Lopez","Julia Lopez MP","Julia Lopez",4,"Conservative","Con",0,false,"F","Hornchurch and Upminster",3537,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3989,"Lopresti, Jack","Jack Lopresti","Jack Lopresti MP","Jack Lopresti",4,"Conservative","Con",0,false,"M","Filton and Bradley Stoke",3486,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4090,"Lord, Mr Jonathan","Mr Jonathan Lord","Mr Jonathan Lord MP","",4,"Conservative","Con",0,false,"M","Woking",3860,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
114,"Loughton, Tim","Tim Loughton","Tim Loughton MP","Tim Loughton",4,"Conservative","Con",0,false,"M","East Worthing and Shoreham",3465,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3930,"Lucas, Caroline","Caroline Lucas","Caroline Lucas MP","Caroline Lucas",44,"Green Party","Green","",false,"F","Brighton, Pavilion",3366,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4472,"Lynch, Holly","Holly Lynch","Holly Lynch MP","Holly Lynch",15,"Labour","Lab",3,false,"F","Halifax",3509,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4772,"MacAskill, Kenny","Kenny MacAskill","Kenny MacAskill MP","",1034,"Alba Party","Alba","",false,"M","East Lothian",991,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4529,"Mackinlay, Craig","Craig Mackinlay","Craig Mackinlay MP","Craig Mackinlay",4,"Conservative","Con",0,false,"M","South Thanet",3753,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4758,"Mackrory, Cherilyn","Cherilyn Mackrory","Cherilyn Mackrory MP","",4,"Conservative","Con",0,false,"F","Truro and Falmouth",3812,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4668,"Maclean, Rachel","Rachel Maclean","Rachel Maclean MP","Rachel Maclean",4,"Conservative","Con",0,false,"F","Redditch",3694,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1546,"MacNeil, Angus Brendan","Angus Brendan MacNeil","Angus Brendan MacNeil MP","Angus Brendan MacNeil",8,"Independent","Ind","",true,"M","Na h-Eileanan an Iar",2025,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4418,"Madders, Justin","Justin Madders","Justin Madders MP","Justin Madders",15,"Labour","Lab",3,false,"M","Ellesmere Port and Neston",3471,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1392,"Mahmood, Mr Khalid","Mr Khalid Mahmood","Mr Khalid Mahmood MP","Mr Mahmood",15,"Labour","Lab",3,false,"M","Birmingham, Perry Barr",3331,1,"2001-06-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3914,"Mahmood, Shabana","Shabana Mahmood","Shabana Mahmood MP","Shabana Mahmood",15,"Labour","Lab",3,false,"F","Birmingham, Ladywood",3329,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4484,"Mak, Alan","Alan Mak","Alan Mak MP","Alan Mak",4,"Conservative","Con",0,false,"M","Havant",3522,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4253,"Malhotra, Seema","Seema Malhotra","Seema Malhotra MP","Seema Malhotra",15,"Labour (Co-op)","Lab",3,false,"F","Feltham and Heston",3484,1,"2011-12-15T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4495,"Malthouse, Kit","Kit Malthouse","Rt Hon Kit Malthouse MP","Kit Malthouse",4,"Conservative","Con",0,false,"M","North West Hampshire",3656,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4762,"Mangnall, Anthony","Anthony Mangnall","Anthony Mangnall MP","",4,"Conservative","Con",0,false,"M","Totnes",3810,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4496,"Mann, Scott","Scott Mann","Scott Mann MP","Scott Mann",4,"Conservative","Con",0,false,"M","North Cornwall",3635,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4768,"Marson, Julie","Julie Marson","Julie Marson MP","",4,"Conservative","Con",0,false,"F","Hertford and Stortford",3530,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4471,"Maskell, Rachael","Rachael Maskell","Rachael Maskell MP","Rachael Maskell",15,"Labour (Co-op)","Lab",3,false,"F","York Central",3876,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4245,"Maskey, Paul","Paul Maskey","Paul Maskey MP","Paul Maskey",30,"Sinn Féin","SF","",false,"M","Belfast West",3317,1,"2011-06-09T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4993,"Mather, Keir","Keir Mather","Keir Mather MP","",15,"Labour","Lab",3,false,"M","Selby and Ainsty",3720,1,"2023-07-20T00:00:00","","","","",true,"Current Member","",0,0,"2023-07-20T00:00:00"
8,"May, Mrs Theresa","Mrs Theresa May","Rt Hon Theresa May MP","Mrs May",4,"Conservative","Con",0,false,"F","Maidenhead",3592,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4739,"Mayhew, Jerome","Jerome Mayhew","Jerome Mayhew MP","",4,"Conservative","Con",0,false,"M","Broadland",3371,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3926,"Maynard, Paul","Paul Maynard","Paul Maynard MP","Paul Maynard",4,"Conservative","Con",0,false,"M","Blackpool North and Cleveleys",3337,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
298,"McCabe, Steve","Steve McCabe","Steve McCabe MP","Steve McCabe",15,"Labour","Lab",3,false,"M","Birmingham, Selly Oak",3332,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1491,"McCarthy, Kerry","Kerry McCarthy","Kerry McCarthy MP","Kerry McCarthy",15,"Labour","Lab",3,false,"F","Bristol East",3367,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3953,"McCartney, Jason","Jason McCartney","Jason McCartney MP","",4,"Conservative","Con",0,false,"M","Colne Valley",3423,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4028,"McCartney, Karl","Karl McCartney","Karl McCartney MP","",4,"Conservative","Con",0,false,"M","Lincoln",3580,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
193,"McDonagh, Siobhain","Siobhain McDonagh","Siobhain McDonagh MP","Siobhain McDonagh",15,"Labour","Lab",3,false,"F","Mitcham and Morden",3614,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4269,"McDonald, Andy","Andy McDonald","Andy McDonald MP","Andy McDonald",15,"Labour","Lab",3,false,"M","Middlesbrough",3610,1,"2012-11-29T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4461,"McDonald, Stewart Malcolm","Stewart Malcolm McDonald","Stewart Malcolm McDonald MP","Stewart Malcolm McDonald",29,"Scottish National Party","SNP","",false,"M","Glasgow South",1208,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4393,"McDonald, Stuart C","Stuart C McDonald","Stuart C McDonald MP","",29,"Scottish National Party","SNP","",false,"M","Cumbernauld, Kilsyth and Kirkintilloch East",804,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
178,"McDonnell, John","John McDonnell","Rt Hon John McDonnell MP","John McDonnell",15,"Labour","Lab",3,false,"M","Hayes and Harlington",3523,1,"1997-05-01T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1587,"McFadden, Pat","Pat McFadden","Rt Hon Pat McFadden MP","",15,"Labour","Lab",3,false,"M","Wolverhampton South East",3863,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4458,"McGinn, Conor","Conor McGinn","Conor McGinn MP","Conor McGinn",8,"Independent","Ind","",true,"M","St Helens North",3767,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4083,"McGovern, Alison","Alison McGovern","Alison McGovern MP","Alison McGovern",15,"Labour","Lab",3,false,"F","Wirral South",3856,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4125,"McKinnell, Catherine","Catherine McKinnell","Catherine McKinnell MP","Catherine McKinnell",15,"Labour","Lab",3,false,"F","Newcastle upon Tyne North",3627,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4437,"McLaughlin, Anne","Anne McLaughlin","Anne McLaughlin MP","",29,"Scottish National Party","SNP","",false,"F","Glasgow North East",1206,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4569,"McMahon, Jim","Jim McMahon","Jim McMahon MP","",15,"Labour (Co-op)","Lab",3,false,"M","Oldham West and Royton",3671,1,"2015-12-03T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4632,"McMorrin, Anna","Anna McMorrin","Anna McMorrin MP","Anna McMorrin",15,"Labour","Lab",3,false,"F","Cardiff North",3390,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4424,"McNally, John","John McNally","John McNally MP","John McNally",29,"Scottish National Party","SNP","",false,"M","Falkirk",1115,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4093,"McPartland, Stephen","Stephen McPartland","Rt Hon Stephen McPartland MP","Stephen McPartland",4,"Conservative","Con",0,false,"M","Stevenage",3773,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4084,"McVey, Esther","Esther McVey","Rt Hon Esther McVey MP","Esther McVey",4,"Conservative","Con",0,false,"F","Tatton",3795,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4000,"Mearns, Ian","Ian Mearns","Ian Mearns MP","Ian Mearns",15,"Labour","Lab",3,false,"M","Gateshead",3494,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3998,"Menzies, Mark","Mark Menzies","Mark Menzies MP","Mark Menzies",4,"Conservative","Con",0,false,"M","Fylde",3491,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4485,"Mercer, Johnny","Johnny Mercer","Rt Hon Johnny Mercer MP","Johnny Mercer",4,"Conservative","Con",0,false,"M","Plymouth, Moor View",3679,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4442,"Merriman, Huw","Huw Merriman","Huw Merriman MP","Huw Merriman",4,"Conservative","Con",0,false,"M","Bexhill and Battle",3322,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4092,"Metcalfe, Stephen","Stephen Metcalfe","Stephen Metcalfe MP","Stephen Metcalfe",4,"Conservative","Con",0,false,"M","South Basildon and East Thurrock",3737,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1510,"Miliband, Edward","Edward Miliband","Rt Hon Edward Miliband MP","Edward Miliband",15,"Labour","Lab",3,false,"M","Doncaster North",3449,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4746,"Millar, Robin","Robin Millar","Robin Millar MP","",4,"Conservative","Con",0,false,"M","Aberconwy",3288,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1480,"Miller, Dame Maria","Dame Maria Miller","Rt Hon Dame Maria Miller MP","Dame Maria Miller",4,"Conservative","Con",0,false,"F","Basingstoke",3306,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4454,"Milling, Dame Amanda","Dame Amanda Milling","Rt Hon Dame Amanda Milling MP","Dame Amanda Milling",4,"Conservative","Con",0,false,"F","Cannock Chase",3387,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4136,"Mills, Nigel","Nigel Mills","Nigel Mills MP","Nigel Mills",4,"Conservative","Con",0,false,"M","Amber Valley",3293,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4811,"Mishra, Navendu","Navendu Mishra","Navendu Mishra MP","",15,"Labour","Lab",3,false,"M","Stockport",3774,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1211,"Mitchell, Mr Andrew","Mr Andrew Mitchell","Rt Hon Andrew Mitchell MP","Mr Mitchell",4,"Conservative","Con",0,false,"M","Sutton Coldfield",3791,1,"2001-06-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4804,"Mohindra, Mr Gagan","Mr Gagan Mohindra","Mr Gagan Mohindra MP","",4,"Conservative","Con",0,false,"M","South West Hertfordshire",3756,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4274,"Molloy, Francie","Francie Molloy","Francie Molloy MP","Francie Molloy",30,"Sinn Féin","SF","",false,"M","Mid Ulster",3608,1,"2013-03-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4443,"Monaghan, Carol","Carol Monaghan","Carol Monaghan MP","Carol Monaghan",29,"Scottish National Party","SNP","",false,"F","Glasgow North West",1207,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4669,"Moore, Damien","Damien Moore","Damien Moore MP","Damien Moore",4,"Conservative","Con",0,false,"M","Southport",3763,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4861,"Moore, Robbie","Robbie Moore","Robbie Moore MP","",4,"Conservative","Con",0,false,"M","Keighley",3553,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4656,"Moran, Layla","Layla Moran","Layla Moran MP","Layla Moran",17,"Liberal Democrat","LD","",false,"F","Oxford West and Abingdon",3674,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4017,"Mordaunt, Penny","Penny Mordaunt","Rt Hon Penny Mordaunt MP","Penny Mordaunt",4,"Conservative","Con",0,false,"F","Portsmouth North",3684,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1548,"Morden, Jessica","Jessica Morden","Jessica Morden MP","Jessica Morden",15,"Labour","Lab",3,false,"F","Newport East",3629,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4934,"Morgan, Helen","Helen Morgan","Helen Morgan MP","",17,"Liberal Democrat","LD","",false,"F","North Shropshire",3648,1,"2021-12-16T00:00:00","","","","",true,"Current Member","",0,0,"2021-12-16T00:00:00"
4653,"Morgan, Stephen","Stephen Morgan","Stephen Morgan MP","",15,"Labour","Lab",3,false,"M","Portsmouth South",3685,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4249,"Morris, Anne Marie","Anne Marie Morris","Anne Marie Morris MP","Anne Marie Morris",4,"Conservative","Con",0,false,"F","Newton Abbot",3632,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4135,"Morris, David","David Morris","David Morris MP","David Morris",4,"Conservative","Con",0,false,"M","Morecambe and Lunesdale",3618,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3973,"Morris, Grahame","Grahame Morris","Grahame Morris MP","Grahame Morris",15,"Labour","Lab",3,false,"M","Easington",3458,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3992,"Morris, James","James Morris","James Morris MP","James Morris",4,"Conservative","Con",0,false,"M","Halesowen and Rowley Regis",3508,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4759,"Morrissey, Joy","Joy Morrissey","Joy Morrissey MP","",4,"Conservative","Con",0,false,"F","Beaconsfield",3311,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4916,"Mortimer, Jill","Jill Mortimer","Jill Mortimer MP","",4,"Conservative","Con",0,false,"F","Hartlepool",3519,1,"2021-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2021-05-06T00:00:00"
4358,"Morton, Wendy","Wendy Morton","Rt Hon Wendy Morton MP","Wendy Morton",4,"Conservative","Con",0,false,"F","Aldridge-Brownhills",3290,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4860,"Mullan, Dr Kieran","Dr Kieran Mullan","Dr Kieran Mullan MP","",4,"Conservative","Con",0,false,"M","Crewe and Nantwich",3431,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4867,"Mumby-Croft, Holly","Holly Mumby-Croft","Holly Mumby-Croft MP","",4,"Conservative","Con",0,false,"F","Scunthorpe",3717,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1512,"Mundell, David","David Mundell","Rt Hon David Mundell MP","David Mundell",4,"Conservative","Con",0,false,"M","Dumfriesshire, Clydesdale and Tweeddale",914,1,"2005-05-05T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3966,"Murray, Ian","Ian Murray","Ian Murray MP","Ian Murray",15,"Labour","Lab",3,false,"M","Edinburgh South",1047,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4797,"Murray, James","James Murray","James Murray MP","",15,"Labour (Co-op)","Lab",3,false,"M","Ealing North",3456,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4100,"Murray, Mrs Sheryll","Mrs Sheryll Murray","Mrs Sheryll Murray MP","Mrs Murray",4,"Conservative","Con",0,false,"F","South East Cornwall",3743,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1466,"Murrison, Dr Andrew","Dr Andrew Murrison","Rt Hon Dr Andrew Murrison MP","Dr Murrison",4,"Conservative","Con",0,false,"M","South West Wiltshire",3759,1,"2001-06-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4082,"Nandy, Lisa","Lisa Nandy","Lisa Nandy MP","Lisa Nandy",15,"Labour","Lab",3,false,"F","Wigan",3852,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
1601,"Neill, Sir Robert","Sir Robert Neill","Sir Robert Neill MP","Robert Neill",4,"Conservative","Con",0,false,"M","Bromley and Chislehurst",3372,1,"2006-06-29T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4420,"Newlands, Gavin","Gavin Newlands","Gavin Newlands MP","Gavin Newlands",29,"Scottish National Party","SNP","",false,"M","Paisley and Renfrewshire North",2285,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4799,"Nichols, Charlotte","Charlotte Nichols","Charlotte Nichols MP","",15,"Labour","Lab",3,false,"F","Warrington North",3829,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4851,"Nici, Lia","Lia Nici","Lia Nici MP","Lia Nici",4,"Conservative","Con",0,false,"F","Great Grimsby",3502,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4415,"Nicolson, John","John Nicolson","John Nicolson MP","",29,"Scottish National Party","SNP","",false,"M","Ochil and South Perthshire",2234,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4048,"Nokes, Caroline","Caroline Nokes","Rt Hon Caroline Nokes MP","Caroline Nokes",4,"Conservative","Con",0,false,"F","Romsey and Southampton North",3704,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
3991,"Norman, Jesse","Jesse Norman","Rt Hon Jesse Norman MP","Jesse Norman",4,"Conservative","Con",0,false,"M","Hereford and South Herefordshire",3529,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4641,"Norris, Alex","Alex Norris","Alex Norris MP","Alex Norris",15,"Labour (Co-op)","Lab",3,false,"M","Nottingham North",3665,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4679,"O'Brien, Neil","Neil O'Brien","Neil O'Brien MP","Neil O'Brien",4,"Conservative","Con",0,false,"M","Harborough",3514,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4006,"Offord, Dr Matthew","Dr Matthew Offord","Dr Matthew Offord MP","Dr Offord",4,"Conservative","Con",0,false,"M","Hendon",3527,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4371,"O'Hara, Brendan","Brendan O'Hara","Brendan O'Hara MP","Brendan O'Hara",29,"Scottish National Party","SNP","",false,"M","Argyll and Bute",67,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4591,"Olney, Sarah","Sarah Olney","Sarah Olney MP","",17,"Liberal Democrat","LD","",false,"F","Richmond Park",3699,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4124,"Onwurah, Chi","Chi Onwurah","Chi Onwurah MP","Chi Onwurah",15,"Labour","Lab",3,false,"F","Newcastle upon Tyne Central",3625,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4142,"Opperman, Guy","Guy Opperman","Guy Opperman MP","Guy Opperman",4,"Conservative","Con",0,false,"M","Hexham",3532,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4820,"Oppong-Asare, Abena","Abena Oppong-Asare","Abena Oppong-Asare MP","",15,"Labour","Lab",3,false,"F","Erith and Thamesmead",3479,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4515,"Osamor, Kate","Kate Osamor","Kate Osamor MP","Kate Osamor",15,"Labour (Co-op)","Lab",3,false,"F","Edmonton",3470,1,"2015-05-07T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4783,"Osborne, Kate","Kate Osborne","Kate Osborne MP","",15,"Labour","Lab",3,false,"F","Jarrow",3552,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4413,"Oswald, Kirsten","Kirsten Oswald","Kirsten Oswald MP","",29,"Scottish National Party","SNP","",false,"F","East Renfrewshire",994,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4779,"Owatemi, Taiwo","Taiwo Owatemi","Taiwo Owatemi MP","",15,"Labour","Lab",3,false,"F","Coventry North West",3428,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4777,"Owen, Sarah","Sarah Owen","Sarah Owen MP","",15,"Labour","Lab",3,false,"F","Luton North",3589,1,"2019-12-12T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4129,"Paisley, Ian","Ian Paisley","Ian Paisley MP","Ian Paisley",7,"Democratic Unionist Party","DUP","",false,"M","North Antrim",3634,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4066,"Patel, Priti","Priti Patel","Rt Hon Priti Patel MP","Priti Patel",4,"Conservative","Con",0,false,"F","Witham",3858,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4052,"Pawsey, Mark","Mark Pawsey","Mark Pawsey MP","Mark Pawsey",4,"Conservative","Con",0,false,"M","Rugby",3708,1,"2010-05-06T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
4607,"Peacock, Stephanie","Stephanie Peacock","Stephanie Peacock MP","Stephanie Peacock",15,"Labour","Lab",3,false,"F","Barnsley East",3303,1,"2017-06-08T00:00:00","","","","",true,"Current Member","",0,0,"2019-12-12T00:00:00"
